作品ID,作品名,作品名読み,ソート用読み,副題,副題読み,原題,初出,分類番号,文字遣い種別,作品著作権フラグ,公開日,最終更新日,図書カードURL,人物ID,姓,名,姓読み,名読み,姓読みソート用,名読みソート用,姓ローマ字,名ローマ字,役割フラグ,生年月日,没年月日,人物著作権フラグ,底本名1,底本出版社名1,底本初版発行年1,入力に使用した版1,校正に使用した版1,底本の親本名1,底本の親本出版社名1,底本の親本初版発行年1,底本名2,底本出版社名2,底本初版発行年2,入力に使用した版2,校正に使用した版2,底本の親本名2,底本の親本出版社名2,底本の親本初版発行年2,入力者,校正者,テキストファイルURL,テキストファイル最終更新日,テキストファイル符号化方式,テキストファイル文字集合,テキストファイル修正回数,XHTML/HTMLファイルURL,XHTML/HTMLファイル最終更新日,XHTML/HTMLファイル符号化方式,XHTML/HTMLファイル文字集合,XHTML/HTMLファイル修正回数
"053704","線に関する覚書４","せんにかんするおぼえがき４","せんにかんするおほえかき４","","","","「朝鮮と建築　第十集第十号」朝鮮建築会、1931（昭和6）年10月","NDC 911","新字旧仮名","なし",2020-08-20,2020-07-27,"https://www.aozora.gr.jp/cards/001597/card53704.html","001597","李","箱","い","さん","い","さん","I","Sang","著者","1910-09-23","1937-04-17","なし","李箱作品集成","作品社","2006（平成18）年9月15日","2006（平成18）年9月15日第1刷","2006（平成18）年9月15日第1刷","朝鮮と建築　第十集第十号","朝鮮建築会","1931（昭和6）年10月","","","","","","","","","坂本真一","きゅうり","https://www.aozora.gr.jp/cards/001597/files/53704_txt_71418.zip","2020-07-27","ShiftJIS","JIS X 0208","0","https://www.aozora.gr.jp/cards/001597/files/53704_71467.html","2020-07-27","ShiftJIS","JIS X 0208","0"
"053705","線に関する覚書５","せんにかんするおぼえがき５","せんにかんするおほえかき５","","","","「朝鮮と建築　第十集第十号」朝鮮建築会、1931（昭和6）年10月","NDC 911","新字旧仮名","なし",2020-08-20,2020-07-27,"https://www.aozora.gr.jp/cards/001597/card53705.html","001597","李","箱","い","さん","い","さん","I","Sang","著者","1910-09-23","1937-04-17","なし","李箱作品集成","作品社","2006（平成18）年9月15日","2006（平成18）年9月15日第1刷","2006（平成18）年9月15日第1刷","朝鮮と建築　第十集第十号","朝鮮建築会","1931（昭和6）年10月","","","","","","","","","坂本真一","hitsuji","https://www.aozora.gr.jp/cards/001597/files/53705_txt_71419.zip","2020-07-27","ShiftJIS","JIS X 0208","0","https://www.aozora.gr.jp/cards/001597/files/53705_71468.html","2020-07-27","ShiftJIS","JIS X 0208","0"
"053706","線に関する覚書６","せんにかんするおぼえがき６","せんにかんするおほえかき６","","","","「朝鮮と建築　第十集第十号」朝鮮建築会、1931（昭和6）年10月","NDC 911","新字旧仮名","なし",2020-09-14,2020-08-28,"https://www.aozora.gr.jp/cards/001597/card53706.html","001597","李","箱","い","さん","い","さん","I","Sang","著者","1910-09-23","1937-04-17","なし","李箱作品集成","作品社","2006（平成18）年9月15日","2006（平成18）年9月15日第1刷","2006（平成18）年9月15日第1刷","朝鮮と建築　第十集第十号","朝鮮建築会","1931（昭和6）年10月","","","","","","","","","坂本真一","Juki","https://www.aozora.gr.jp/cards/001597/files/53706_txt_71627.zip","2020-08-28","ShiftJIS","JIS X 0208","0","https://www.aozora.gr.jp/cards/001597/files/53706_71673.html","2020-08-28","ShiftJIS","JIS X 0208","0"
"053707","線に関する覚書７","せんにかんするおぼえがき７","せんにかんするおほえかき７","","","","「朝鮮と建築　第十集第十号」朝鮮建築会、1931（昭和6）年10月","NDC 911","新字旧仮名","なし",2020-09-14,2020-08-28,"https://www.aozora.gr.jp/cards/001597/card53707.html","001597","李","箱","い","さん","い","さん","I","Sang","著者","1910-09-23","1937-04-17","なし","李箱作品集成","作品社","2006（平成18）年9月15日","2006（平成18）年9月15日第1刷","2006（平成18）年9月15日第1刷","朝鮮と建築　第十集第十号","朝鮮建築会","1931（昭和6）年10月","","","","","","","","","坂本真一","hitsuji","https://www.aozora.gr.jp/cards/001597/files/53707_txt_71628.zip","2020-08-28","ShiftJIS","JIS X 0208","0","https://www.aozora.gr.jp/cards/001597/files/53707_71674.html","2020-08-28","ShiftJIS","JIS X 0208","0"
"053790","月原橙一郎","つきはらとういちろう","つきはらとういちろう","","","","","NDC 911","新字旧仮名","なし",2021-09-30,2021-08-28,"https://www.aozora.gr.jp/cards/001597/card53790.html","001597","李","箱","い","さん","い","さん","I","Sang","著者","1910-09-23","1937-04-17","なし","李箱詩集","花神社","2004（平成16）年4月1日","2004（平成16）年4月1日初版1刷","2004（平成16）年4月1日初版1刷","","","","","","","","","","","","坂本真一","hitsuji","https://www.aozora.gr.jp/cards/001597/files/53790_txt_74039.zip","2021-08-28","ShiftJIS","JIS X 0208","0","https://www.aozora.gr.jp/cards/001597/files/53790_74077.html","2021-08-28","ShiftJIS","JIS X 0208","0"
"053791","内科","ないか","ないか","――自家用福音――　――或ハ　エリエリラマサバクタニ――","――じかようふくいん――　――あるいハ　エリエリラマサバクタニ――","","","NDC 911","新字旧仮名","なし",2021-04-17,2021-03-27,"https://www.aozora.gr.jp/cards/001597/card53791.html","001597","李","箱","い","さん","い","さん","I","Sang","著者","1910-09-23","1937-04-17","なし","李箱詩集","花神社","2004（平成16）年4月1日","2004（平成16）年4月1日初版1刷","","李箱全集　第二巻　詩集","泰成社","1956（昭和31）年","","","","","","","","","坂本真一","hitsuji","https://www.aozora.gr.jp/cards/001597/files/53791_ruby_72986.zip","2021-03-27","ShiftJIS","JIS X 0208","0","https://www.aozora.gr.jp/cards/001597/files/53791_73033.html","2021-03-27","ShiftJIS","JIS X 0208","0"
"053792","肉親の章","にくしんのしょう","にくしんのしよう","","","","","NDC 911","新字旧仮名","なし",2021-10-24,2021-09-27,"https://www.aozora.gr.jp/cards/001597/card53792.html","001597","李","箱","い","さん","い","さん","I","Sang","著者","1910-09-23","1937-04-17","なし","李箱詩集","花神社","2004（平成16）年4月1日","2004（平成16）年4月1日初版1刷","2004（平成16）年4月1日初版1刷","李箱全集　第二巻　詩集","泰成社","1956（昭和31）年","","","","","","","","","坂本真一","hitsuji","https://www.aozora.gr.jp/cards/001597/files/53792_txt_74191.zip","2021-09-27","ShiftJIS","JIS X 0208","0","https://www.aozora.gr.jp/cards/001597/files/53792_74228.html","2021-09-27","ShiftJIS","JIS X 0208","0"
"053721","二十二年","にじゅうにねん","にしゆうにねん","","","","「朝鮮と建築　第十一集第七号」朝鮮建築会、1932（昭和7）年7月","NDC 911","新字旧仮名","なし",2018-01-11,2018-01-11,"https://www.aozora.gr.jp/cards/001597/card53721.html","001597","李","箱","い","さん","い","さん","I","Sang","著者","1910-09-23","1937-04-17","なし","李箱作品集成","作品社","2006（平成18）年9月15日","2006（平成18）年9月15日第1刷","2006（平成18）年9月15日第1刷","朝鮮と建築　第十一集第七号","朝鮮建築会","1932（昭和7）年7月","","","","","","","","","坂本真一","春日井ひとし","https://www.aozora.gr.jp/cards/001597/files/53721_txt_63491.zip","2017-12-26","ShiftJIS","JIS X 0208","0","https://www.aozora.gr.jp/cards/001597/files/53721_63535.html","2017-12-26","ShiftJIS","JIS X 0208","0"
"053722","熱河略図 No.2","ねっかりゃくず No.2","ねつかりやくす","","","","「朝鮮と建築　第十一集第七号」朝鮮建築会、1932（昭和7）年7月","NDC 911","新字旧仮名","なし",2018-01-11,2018-01-11,"https://www.aozora.gr.jp/cards/001597/card53722.html","001597","李","箱","い","さん","い","さん","I","Sang","著者","1910-09-23","1937-04-17","なし","李箱作品集成","作品社","2006（平成18）年9月15日","2006（平成18）年9月15日第1刷","2006（平成18）年9月15日第1刷","朝鮮と建築　第十一集第七号","朝鮮建築会","1932（昭和7）年7月","","","","","","","","","坂本真一","春日井ひとし","https://www.aozora.gr.jp/cards/001597/files/53722_ruby_63492.zip","2017-12-26","ShiftJIS","JIS X 0208","0","https://www.aozora.gr.jp/cards/001597/files/53722_63536.html","2017-12-26","ShiftJIS","JIS X 0208","0"
"053708","破片ノ景色――","はへんノけしき――","はへんのけしき","△ハ俺ノ AMOUREUSE デアル","△ハおれノ AMOUREUSE デアル","","「朝鮮と建築　第十集第七号」朝鮮建築会、1931（昭和6）年7月","NDC 911","新字旧仮名","なし",2020-04-17,2020-03-28,"https://www.aozora.gr.jp/cards/001597/card53708.html","001597","李","箱","い","さん","い","さん","I","Sang","著者","1910-09-23","1937-04-17","なし","李箱作品集成","作品社","2006（平成18）年9月15日","2006（平成18）年9月15日第1刷","2006（平成18）年9月15日第1刷","朝鮮と建築　第十集第七号","朝鮮建築会","1931（昭和6）年7月","","","","","","","","","坂本真一","Juki","https://www.aozora.gr.jp/cards/001597/files/53708_txt_70703.zip","2020-03-28","ShiftJIS","JIS X 0208","0","https://www.aozora.gr.jp/cards/001597/files/53708_70755.html","2020-03-28","ShiftJIS","JIS X 0208","0"
"053709","ひげ――","ひげ――","ひけ","（鬚・鬚・ソノ外ひげデアリ得ルモノラ・皆ノコト）","（ひげ・ひげ・ソノほかひげデアリえルモノラ・みなノコト）","","「朝鮮と建築　第十集第七号」朝鮮建築会、1931（昭和6）年7月","NDC 911","新字旧仮名","なし",2019-04-17,2019-09-09,"https://www.aozora.gr.jp/cards/001597/card53709.html","001597","李","箱","い","さん","い","さん","I","Sang","著者","1910-09-23","1937-04-17","なし","李箱作品集成","作品社","2006（平成18）年9月15日","2006（平成18）年9月15日第1刷","2006（平成18）年9月15日第1刷","朝鮮と建築　第十集第七号","朝鮮建築会","1931（昭和6）年7月","","","","","","","","","坂本真一","きゅうり","https://www.aozora.gr.jp/cards/001597/files/53709_txt_67683.zip","2019-03-29","ShiftJIS","JIS X 0208","0","https://www.aozora.gr.jp/cards/001597/files/53709_67735.html","2019-03-29","ShiftJIS","JIS X 0208","0"
"053710","二人‥‥１‥‥","ふたり１","ふたり１","","","","「朝鮮と建築　第十集第八号」朝鮮建築会、1931（昭和6）年8月","NDC 911","新字旧仮名","なし",2019-10-25,2019-09-27,"https://www.aozora.gr.jp/cards/001597/card53710.html","001597","李","箱","い","さん","い","さん","I","Sang","著者","1910-09-23","1937-04-17","なし","李箱作品集成","作品社","2006（平成18）年9月15日","2006（平成18）年9月15日第1刷","2006（平成18）年9月15日第1刷","朝鮮と建築　第十集第八号","朝鮮建築会","1931（昭和6）年8月","","","","","","","","","坂本真一","きゅうり","https://www.aozora.gr.jp/cards/001597/files/53710_ruby_69296.zip","2019-09-27","ShiftJIS","JIS X 0208","0","https://www.aozora.gr.jp/cards/001597/files/53710_69348.html","2019-09-27","ShiftJIS","JIS X 0208","0"
"053711","二人‥‥２‥‥","ふたり２","ふたり２","","","","「朝鮮と建築　第十集第八号」朝鮮建築会、1931（昭和6）年8月","NDC 911","新字旧仮名","なし",2019-10-25,2019-09-27,"https://www.aozora.gr.jp/cards/001597/card53711.html","001597","李","箱","い","さん","い","さん","I","Sang","著者","1910-09-23","1937-04-17","なし","李箱作品集成","作品社","2006（平成18）年9月15日","2006（平成18）年9月15日第1刷","2006（平成18）年9月15日第1刷","朝鮮と建築　第十集第八号","朝鮮建築会","1931（昭和6）年8月","","","","","","","","","坂本真一","きゅうり","https://www.aozora.gr.jp/cards/001597/files/53711_txt_69297.zip","2019-09-27","ShiftJIS","JIS X 0208","0","https://www.aozora.gr.jp/cards/001597/files/53711_69349.html","2019-09-27","ShiftJIS","JIS X 0208","0"
"053723","真昼","まひる","まひる","―― 或るESQUISSE ――","―― あるESQUISSE ――","","「朝鮮と建築　第十一集第七号」朝鮮建築会、1932（昭和7）年7月","NDC 911","新字旧仮名","なし",2018-01-11,2018-01-11,"https://www.aozora.gr.jp/cards/001597/card53723.html","001597","李","箱","い","さん","い","さん","I","Sang","著者","1910-09-23","1937-04-17","なし","李箱作品集成","作品社","2006（平成18）年9月15日","2006（平成18）年9月15日第1刷","2006（平成18）年9月15日第1刷","朝鮮と建築　第十一集第七号","朝鮮建築会","1932（昭和7）年7月","","","","","","","","","坂本真一","春日井ひとし","https://www.aozora.gr.jp/cards/001597/files/53723_ruby_63493.zip","2017-12-26","ShiftJIS","JIS X 0208","0","https://www.aozora.gr.jp/cards/001597/files/53723_63537.html","2017-12-26","ShiftJIS","JIS X 0208","0"
"053793","与田凖一","よだじゅんいち","よたしゆんいち","","","","","NDC 911","新字旧仮名","なし",2021-06-25,2021-05-27,"https://www.aozora.gr.jp/cards/001597/card53793.html","001597","李","箱","い","さん","い","さん","I","Sang","著者","1910-09-23","1937-04-17","なし","李箱詩集","花神社","2004（平成16）年4月1日","2004（平成16）年4月1日初版1刷","2004（平成16）年4月1日初版1刷","","","","","","","","","","","","坂本真一","hitsuji","https://www.aozora.gr.jp/cards/001597/files/53793_txt_73442.zip","2021-05-27","ShiftJIS","JIS X 0208","0","https://www.aozora.gr.jp/cards/001597/files/53793_73481.html","2021-05-27","ShiftJIS","JIS X 0208","0"
"054261","蕎麦の花の頃","そばのはなのころ","そはのはなのころ","","","","「文学案内」1937（昭和12）年2月号","NDC 913","新字新仮名","なし",2020-02-23,2020-01-24,"https://www.aozora.gr.jp/cards/001653/card54261.html","001653","李","孝石","い","ひょそく","い","ひよそく","Lee","Hyo-seok","著者","1907-02-23","1942-05-25","なし","〈外地〉の日本語文学選3　朝鮮","新宿書房","1996（平成8）年3月31日","1996（平成8）年3月31日第1刷","1996（平成8）年3月31日第1刷","文学案内","　","1937（昭和12）年2月号","","","","","","","","","坂本真一","hitsuji","https://www.aozora.gr.jp/cards/001653/files/54261_ruby_70155.zip","2020-01-24","ShiftJIS","JIS X 0208","0","https://www.aozora.gr.jp/cards/001653/files/54261_70204.html","2020-01-24","ShiftJIS","JIS X 0208","0"
"062459","ベトナム現代短編集2","ベトナムげんだいたんぺんしゅうに","へとなむけんたいたんへんしゆうに","","","Tap truyen ngan chon loc Viet Nam hien dai 2","","","新字新仮名","あり",2023-10-26,2023-11-06,"https://www.aozora.gr.jp/cards/002344/card62459.html","002361","イ","バン","イ","バン","い","はん","Y","Ban","著者","1961-07-01","","あり","ベトナム現代短編集2","財団法人　大同生命国際文化基金","2005（平成17）年8月26日","","","","","","","","","","","","","","公益財団法人大同生命国際文化基金","","","","","","","","","","",""
"055131","秋風","あきかぜ","あきかせ","","","","","NDC 914","新字旧仮名","なし",2013-01-01,2014-09-16,"https://www.aozora.gr.jp/cards/001695/card55131.html","001695","飯田","蛇笏","いいだ","だこつ","いいた","たこつ","Iida","Dakotsu","著者","1885-04-26","1962-10-03","なし","日本の名随筆37　風","作品社","1985（昭和60）年11月25日","1997（平成9）年2月20日第13刷","1997（平成9）年2月20日第13刷","山盧随筆","宝文館","1958（昭和33）年11月","","","","","","","","","門田裕志","仙酔ゑびす","https://www.aozora.gr.jp/cards/001695/files/55131_ruby_49646.zip","2013-01-01","ShiftJIS","JIS X 0208","0","https://www.aozora.gr.jp/cards/001695/files/55131_49647.html","2013-01-01","ShiftJIS","JIS X 0208","0"
"055132","茸をたずねる","たけをたずねる","たけをたすねる","","","","","NDC 914","新字新仮名","なし",2013-01-04,2014-09-16,"https://www.aozora.gr.jp/cards/001695/card55132.html","001695","飯田","蛇笏","いいだ","だこつ","いいた","たこつ","Iida","Dakotsu","著者","1885-04-26","1962-10-03","なし","花の名随筆10　十月の花","作品社","1999（平成11）年9月10日","1999（平成11）年9月10日初版第1刷","1999（平成11）年9月10日初版第1刷","飯田蛇笏集成　第六巻　随想","角川書店","1995（平成7）年3月","","","","","","","","","門田裕志","仙酔ゑびす","https://www.aozora.gr.jp/cards/001695/files/55132_ruby_49676.zip","2013-01-01","ShiftJIS","JIS X 0208","0","https://www.aozora.gr.jp/cards/001695/files/55132_49677.html","2013-01-01","ShiftJIS","JIS X 0208","0"
"055133","薄暮の貌","はくぼのかお","はくほのかお","","","","","NDC 914","新字旧仮名","なし",2013-01-04,2014-09-16,"https://www.aozora.gr.jp/cards/001695/card55133.html","001695","飯田","蛇笏","いいだ","だこつ","いいた","たこつ","Iida","Dakotsu","著者","1885-04-26","1962-10-03","なし","日本の名随筆　別巻25　俳句","作品社","1993（平成5）年3月25日","1999（平成11）年11月20日第6刷","1999（平成11）年11月20日第6刷","土の饗宴","小山書店","1939（昭和14）年7月","","","","","","","","","門田裕志","仙酔ゑびす","https://www.aozora.gr.jp/cards/001695/files/55133_ruby_49678.zip","2013-01-01","ShiftJIS","JIS X 0208","0","https://www.aozora.gr.jp/cards/001695/files/55133_49679.html","2013-01-01","ShiftJIS","JIS X 0208","0"
"018362","帝室論緒言","ていしつろんしょげん","ていしつろんしよけん","","","","「帝室論」時事新報社、1882（明治15）年5月","NDC 288","旧字旧仮名","なし",2020-12-01,2020-11-27,"https://www.aozora.gr.jp/cards/001953/card18362.html","001953","飯田","平作","いいだ","へいさく","いいた","へいさく","Iida","Heisaku","著者","1849","1940-12-01","なし","福澤諭吉全集　第5卷","岩波書店","1959（昭和34）年8月1日","1970（昭和45）年2月13日再版","1970（昭和45）年2月13日再版","福澤全集第五卷","時事新報社","1898（明治31）年5月13日","","","","","","","","","小澤晃","フクポー","https://www.aozora.gr.jp/cards/001953/files/18362_ruby_72242.zip","2020-11-27","ShiftJIS","JIS X 0208","0","https://www.aozora.gr.jp/cards/001953/files/18362_72290.html","2020-11-27","ShiftJIS","JIS X 0208","0"
"058707","カスリイン・ニ・フウリハン（一幕）","カスリイン・ニ・フウリハン（ひとまく）","かすりいんにふうりはん（ひとまく）","","","CATHLEEN NI HOOLIHAN","","NDC 932","新字新仮名","なし",2019-03-19,2019-02-22,"https://www.aozora.gr.jp/cards/001085/card58707.html","001085","イエイツ","ウィリアム・バトラー","イエイツ","ウィリアム・バトラー","いえいつ","ういりあむはとらあ","Yeats","William Butler","著者","1865-06-13","1939-01-28","なし","近代劇全集　第廿五卷愛蘭土篇","第一書房","1927（昭和2）年11月10日","1927（昭和2）年11月10日","1927（昭和2）年11月10日","","","","","","","","","","","","館野浩美","岡村和彦","https://www.aozora.gr.jp/cards/001085/files/58707_ruby_67394.zip","2019-02-22","ShiftJIS","JIS X 0208","0","https://www.aozora.gr.jp/cards/001085/files/58707_67343.html","2019-02-22","ShiftJIS","JIS X 0208","0"
"001128","「ケルトの薄明」より","「ケルトのはくめい」より","けるとのはくめいより","","","","「新思潮　第一巻第三号」1914（大正3）年4月1日。初出時の署名は、柳川隆之介。","NDC 933","新字旧仮名","なし",2004-12-25,2014-09-18,"https://www.aozora.gr.jp/cards/001085/card1128.html","001085","イエイツ","ウィリアム・バトラー","イエイツ","ウィリアム・バトラー","いえいつ","ういりあむはとらあ","Yeats","William Butler","著者","1865-06-13","1939-01-28","なし","芥川龍之介全集　第一巻","岩波書店","1995（平成7）年11月8日","1995（平成7）年11月8日"," ","","","","","","","","","","","","もりみつじゅんじ","浅原庸子","https://www.aozora.gr.jp/cards/001085/files/1128_ruby_17111.zip","2004-12-04","ShiftJIS","JIS X 0208","0","https://www.aozora.gr.jp/cards/001085/files/1128_17118.html","2004-12-04","ShiftJIS","JIS X 0208","0"
"058705","心のゆくところ（一幕）","こころのゆくところ（ひとまく）","こころのゆくところ（ひとまく）","","","THE LAND OF HEART'S DESIRE","","NDC 932","新字新仮名","なし",2019-02-10,2019-01-30,"https://www.aozora.gr.jp/cards/001085/card58705.html","001085","イエイツ","ウィリアム・バトラー","イエイツ","ウィリアム・バトラー","いえいつ","ういりあむはとらあ","Yeats","William Butler","著者","1865-06-13","1939-01-28","なし","近代劇全集　第廿五卷愛蘭土篇","第一書房","1927（昭和2）年11月10日","1927（昭和2）年11月10日","1927（昭和2）年11月10日","","","","","","","","","","","","館野浩美","岡村和彦","https://www.aozora.gr.jp/cards/001085/files/58705_ruby_66916.zip","2019-01-29","ShiftJIS","JIS X 0208","0","https://www.aozora.gr.jp/cards/001085/files/58705_66962.html","2019-01-29","ShiftJIS","JIS X 0208","0"
"058706","鷹の井戸（一幕）","たかのいど（ひとまく）","たかのいと（ひとまく）","","","AT THE HAWK'S WELL","","NDC 932","新字旧仮名","なし",2019-01-28,2019-01-30,"https://www.aozora.gr.jp/cards/001085/card58706.html","001085","イエイツ","ウィリアム・バトラー","イエイツ","ウィリアム・バトラー","いえいつ","ういりあむはとらあ","Yeats","William Butler","著者","1865-06-13","1939-01-28","なし","近代劇全集　第廿五卷愛蘭土篇","第一書房","1927（昭和2）年11月10日","1927（昭和2）年11月10日","1927（昭和2）年11月10日","","","","","","","","","","","","館野浩美","岡村和彦","https://www.aozora.gr.jp/cards/001085/files/58706_ruby_66708.zip","2018-12-24","ShiftJIS","JIS X 0208","0","https://www.aozora.gr.jp/cards/001085/files/58706_66759.html","2018-12-24","ShiftJIS","JIS X 0208","0"
"062694","時は春","ときははる","ときははる","ハリー・クラーク幻想詩画集・抄","ハリー・クラークげんそうしがしゅう・しょう","The Year’s at the Spring","","","新字新仮名","あり",2024-12-25,2025-05-30,"https://www.aozora.gr.jp/cards/001085/card62694.html","001085","イエイツ","ウィリアム・バトラー","イエイツ","ウィリアム・バトラー","いえいつ","ういりあむはとらあ","Yeats","William Butler","著者","1865-06-13","1939-01-28","なし","","","","","","","","","","","","","","","","","大久保ゆう","","https://www.aozora.gr.jp/cards/001085/files/62694_ruby_78206.zip","2024-12-22","ShiftJIS","JIS X 0208","0","https://www.aozora.gr.jp/cards/001085/files/62694_78207.html","2024-12-23","ShiftJIS","JIS X 0208","0"
"000044","春の心臓","はるのしんぞう","はるのしんそう","","","","「新思潮　第一巻第五号」1914（大正3）年6月1日","NDC 933","新字旧仮名","なし",1998-11-30,2014-09-17,"https://www.aozora.gr.jp/cards/001085/card44.html","001085","イエイツ","ウィリアム・バトラー","イエイツ","ウィリアム・バトラー","いえいつ","ういりあむはとらあ","Yeats","William Butler","著者","1865-06-13","1939-01-28","なし","芥川龍之介全集　第一巻","岩波書店","1995（平成7）年11月8日","1995（平成7）年11月8日","","梅・馬・鶯","新潮社","1926（大正15）年12月25日","","","","","","","","","もりみつじゅんじ","j.utiyama","https://www.aozora.gr.jp/cards/001085/files/44_ruby_808.zip","2004-03-15","ShiftJIS","JIS X 0208","3","https://www.aozora.gr.jp/cards/001085/files/44_15231.html","2004-03-16","ShiftJIS","JIS X 0208","1"
"054060","馬","うま","うま","","","","「弾道」1930（昭和5）年3月号","NDC 911","新字新仮名","なし",2016-04-17,2016-03-04,"https://www.aozora.gr.jp/cards/001626/card54060.html","001626","猪狩","満直","いかり","みつなお","いかり","みつなお","Ikari","Mitsunao","著者","1898-05-09","1938-04-17","なし","日本プロレタリア文学集・39　プロレタリア詩集（二）","新日本出版社","1987（昭和62）年6月30日","1987（昭和62）年6月30日初版","1987（昭和62）年6月30日初版","","","","","","","","","","","","坂本真一","雪森","https://www.aozora.gr.jp/cards/001626/files/54060_txt_58712.zip","2016-03-04","ShiftJIS","JIS X 0208","0","https://www.aozora.gr.jp/cards/001626/files/54060_58750.html","2016-03-04","ShiftJIS","JIS X 0208","0"
"054061","炭坑長屋物語","たんこうながやものがたり","たんこうなかやものかたり","","","","「北緯五十度詩集」北緯五十度社、1931（昭和6）年11月","NDC 911","新字新仮名","なし",2016-04-17,2016-03-04,"https://www.aozora.gr.jp/cards/001626/card54061.html","001626","猪狩","満直","いかり","みつなお","いかり","みつなお","Ikari","Mitsunao","著者","1898-05-09","1938-04-17","なし","日本プロレタリア文学集・39　プロレタリア詩集（二）","新日本出版社","1987（昭和62）年6月30日","1987（昭和62）年6月30日初版","1987（昭和62）年6月30日初版","","","","","","","","","","","","坂本真一","雪森","https://www.aozora.gr.jp/cards/001626/files/54061_ruby_58711.zip","2016-03-04","ShiftJIS","JIS X 0208","0","https://www.aozora.gr.jp/cards/001626/files/54061_58749.html","2016-03-04","ShiftJIS","JIS X 0208","0"
"058856","永井荷風といふ男","ながいかふうというおとこ","なかいかふうというおとこ","","","","「文藝春秋」文藝春秋社、1935（昭和10）年10月号","NDC 910","旧字旧仮名","なし",2018-12-03,2018-11-27,"https://www.aozora.gr.jp/cards/000392/card58856.html","000392","生田","葵山","いくた","きざん","いくた","きさん","Ikuta","Kizan","著者","1876-04-14","1945-12-31","なし","「文藝春秋」八十年傑作選","文藝春秋","2003（平成15）年3月10日","2003（平成15）年4月5日第3刷","2003（平成15）年3月10日第1刷","","","","","","","","","","","","sogo","きりんの手紙","https://www.aozora.gr.jp/cards/000392/files/58856_ruby_66467.zip","2018-11-24","ShiftJIS","JIS X 0208","0","https://www.aozora.gr.jp/cards/000392/files/58856_66512.html","2018-11-24","ShiftJIS","JIS X 0208","0"
"060961","幸福が遅く来たなら","こうふくがおそくきたなら","こうふくかおそくきたなら","","","","","NDC 911","新字旧仮名","なし",2022-05-19,2022-04-27,"https://www.aozora.gr.jp/cards/000227/card60961.html","000227","生田","春月","いくた","しゅんげつ","いくた","しゆんけつ","Ikuta","Shungetsu","著者","1892-03-12","1930-05-19","なし","日本の詩歌　26　近代詩集","中央公論社","1970（昭和45）年4月15日","1979（昭和54）年11月20日新訂版","1979（昭和54）年11月20日新訂版","霊魂の秋","新潮社","1917（大正6）年12月15日","","","","","","","","","hitsuji","The Creative CAT","https://www.aozora.gr.jp/cards/000227/files/60961_ruby_75440.zip","2022-04-27","ShiftJIS","JIS X 0208","0","https://www.aozora.gr.jp/cards/000227/files/60961_75472.html","2022-04-27","ShiftJIS","JIS X 0208","0"
"060962","誤植","ごしょく","こしよく","","","","","NDC 911","新字旧仮名","なし",2022-05-19,2022-04-27,"https://www.aozora.gr.jp/cards/000227/card60962.html","000227","生田","春月","いくた","しゅんげつ","いくた","しゆんけつ","Ikuta","Shungetsu","著者","1892-03-12","1930-05-19","なし","日本の詩歌　26　近代詩集","中央公論社","1970（昭和45）年4月15日","1979（昭和54）年11月20日新訂版","1979（昭和54）年11月20日新訂版","霊魂の秋","新潮社","1917（大正6）年12月15日","","","","","","","","","hitsuji","The Creative CAT","https://www.aozora.gr.jp/cards/000227/files/60962_ruby_75439.zip","2022-04-27","ShiftJIS","JIS X 0208","0","https://www.aozora.gr.jp/cards/000227/files/60962_75471.html","2022-04-27","ShiftJIS","JIS X 0208","0"
"060963","象徴の烏賊","しょうちょうのいか","しようちようのいか","","","","","","新字旧仮名","なし",2023-05-19,2023-05-15,"https://www.aozora.gr.jp/cards/000227/card60963.html","000227","生田","春月","いくた","しゅんげつ","いくた","しゆんけつ","Ikuta","Shungetsu","著者","1892-03-12","1930-05-19","なし","日本の詩歌　26　近代詩集","中央公論社","1970（昭和45）年4月15日","1979（昭和54）年11月20日新訂版","1979（昭和54）年11月20日新訂版","象徴の烏賊","第一書房","1930（昭和5）年6月","","","","","","","","","hitsuji","The Creative CAT","https://www.aozora.gr.jp/cards/000227/files/60963_ruby_77262.zip","2023-04-04","ShiftJIS","JIS X 0208","0","https://www.aozora.gr.jp/cards/000227/files/60963_77261.html","2023-04-04","ShiftJIS","JIS X 0208","0"
"001151","聖書","せいしょ","せいしよ","","","","","NDC 193","新字新仮名","なし",2005-05-13,2014-09-18,"https://www.aozora.gr.jp/cards/000227/card1151.html","000227","生田","春月","いくた","しゅんげつ","いくた","しゆんけつ","Ikuta","Shungetsu","著者","1892-03-12","1930-05-19","なし","日本の名随筆　別巻100　聖書","作品社","1999（平成11）年6月25日","1999（平成11）年6月25日第1刷","","","","","","","","","","","","","加藤恭子","小林繁雄、門田裕志","https://www.aozora.gr.jp/cards/000227/files/1151_ruby_18265.zip","2005-05-03","ShiftJIS","JIS X 0208","0","https://www.aozora.gr.jp/cards/000227/files/1151_18405.html","2005-05-03","ShiftJIS","JIS X 0208","0"
